,artist,song,text
1009,Eurythmics,Belinda,"Belinda the rain is falling  
Belinda your love is calling  
Belinda he'd never leave you  
Belinda he won't deceive you  
  
Belinda your mind is dreaming  
Belinda it's so misleading  
Belinda he'd never leave you  
Belinda he won't deceive you  
  
How the rain still falls  
  
Belinda your eyes have spoken  
Belinda your heart is broken  
Belinda he'd never leave you  
Belinda he won't deceive you  
  
Dry your tears  
Close your eyes

"
1010,Eurythmics,Better To Have Lost In Love,"Cool tears flow upon my pillow.  
And i'm freezing blue with misery.  
You know that i never meant to hurt you  
But something always gets right in the way.  
  
So i'll fill this bedrom full of mystery.  
Hang our last conclusions on the wall.  
And if this empty building starts to get to me  
Please remember that it just might be your fault.  
  
Better to have lost in love  
Than never to have loved at all...  
  
So the fated lovers turn to enemies -  
And all their hidden feelings start to show.  
And i never though that boy  
Could mean so much to me.  
And now it seems i'll have to let you go...

"
1011,Eurythmics,Caveman Head,"Feel my body breathing in  
Touch the softness of my skin  
I am very beautiful  
I can be so beautiful  
I am very beautiful  
I could be successful  
My hands are moving  
My feet are tied  
Watch the way my hair falls down  
See the way my hair falls down  
I am very beautiful  
I can be so beautiful  
Touch the softness of my skin  
Feel my body breathing in  
My hands are moving  
My feet are tied  
My eyes are closing  
My mouth is wide  
I will let you touch me  
If you want to touch me  

"
1012,Eurythmics,Chelsea Lovers,"When he found her  
He stayed down there  
With his velvet pills  
And her purple hair  
In a room so dark  
They could barely crawl  
With orange posters  
On Victorian walls  
It was Saturday night  
And he felt like death  
She just wanted to be loved  
Like anybody else  
Saturday night  
And the clock never stopped  
She felt like a loser  
On top or the pops  
The Chelsea lovers  
With guillotine lips  
Mascara egos  
Doing a magazine strip  
Chelsea lovers  
In a vicious town  
With lipstick futures  
Like a couple of clowns  
Strange creatures  
In the eider down  
Teenage oblivion  
Waiting to be crowned  
Holes in the mattress  
Where these beasts have lain  
Awake until morning  
With ice in their veins  
Facing each other  
Their eyes never met  
He just wanted to be straight  
It never happened to him yet  
Both of them laughing  
But they can't understand  
What it is about friendship  
Makes you hold your own hand  
The Chelsea lovers  
Oh how they can talk  
With their tongues connected  
And their skin like chalk  
Chelsea lovers  
They're joined at the hip  
With the power of madness  
At their fingertips  
Chelsea lovers  
With their limbs entwined  
Making moon sized promises  
From their molecule minds  
Stardust lovers  
In a Ziggy cartoon  
Two solemn lovers  
In a Chelsea room.

"
1013,Eurythmics,Cold,"Come to me  
Do and be done with me  
(Cold cold cold)  
Don't I exist for you  
Don't I still live for you  
(Cold cold cold)  
Everything I possess  
Given with tenderness  
Wrapped in a ribbon of glass  
Time it may take us but God only knows  
How I've paid for those things in the past  
Dying is easy it's living that scares me to death  
I could be so content hearing the sound of your breath  
Cold is the colour of crystal the snowlight  
That falls from the heavenly skies  
Catch me and let me dive under  
For I want to swim in the pools of your eyes  
I want to be with you baby  
Slip me inside of your heart  
Don't I belong to you baby  
Don't you know that nothing can tear us apart  
Come on now come on now come on now  
Telling you that  
I loved you right from the start...  
But the more I want you the less I get  
Ain't that just the way things are...  
  
Winter has frozen us  
Let love take hold of us  
(Cold cold cold)  
Now we are shivering  
Blue ice is glittering  
(Cold cold cold)  
Cold is the colour of crystal the snowlight  
That falls from the heavenly skies  
Catch me and let me dive under  
For I want to swim in the pools of your eyes

"
1014,Eurythmics,Cool Blue,"Blue the color suits you cool blue  
How will you stay this way for ever?  
Blue again it's a lasting chill  
To keep you cold as winter  
How can I forget you?  
I'm never gonna give you up, up I said  
How can I forget you baby?  
I'm never gonna give you up, up I said  
Here it comes again  
Here it comes again  
Here it comes again  
Here it comes again  
Blue the color fools you cool blue  
I'll never stay away for ever  
How can I forget you?  
I'm never gonna give you up, up I said  
How can I forget you baby?  
I'm never gonna give you up, up I said  
Here it comes again  
Here it comes again  
Here it comes again  
Here it comes again  
How could she fall for a boy like that  
How could she fall for a boy like that  
How could she fall for a boy like that  
How could she fall for a boy like that  
Blue the color suits you cool blue  
Blue the color fools you blue again  
Blue, cool blue  
How will you stay this way for ever?  
How can I forget you baby?  
I'm never gonna give you up, up I said  
How can I forget you baby?  
I'm never gonna give you up, up I said  
How can I forget you baby?  
I'm never gonna give you up, up I said  
How can I forget you baby?  

"
1015,Eurythmics,Crazy Sister,"Driving me home in your car watching you drive  
Through obstacles and icicles, keeping my mind on it's lead  
Keeping it warm, with chemicals and therapy  
Turn it on take me over crazy sister  
Digging a hole in your heart  
Watching you breathe, punishment and oxygen  
Letting my mind off it's lead  
I watched it disappear, to somewhere dark and reassuring  
Turn it on (can you believe it)  
Take me over (it's psychomazingly true)  
Turn it on crazy sister  
And when I feel it (it's psychomazing it's you)  
Staying at home. Plugging it in  
Kissing the screen, being a god  
Staying at home, screwing it in  
Fucking the screen, being a god  
Turn it on (can you feel it)  
Crazy sister  
Turn it on (can you believe it)  
Crazy sister  
Turn it on, take me over  
Crazy sister  
Crazy sister

"
1016,Eurythmics,Crown Of Madness,"My suit is mad. Of human hair  
My shoes are made of skin  
My shirt is made of vaseline  
From my knees up to my chin  
My jewellery is obscene  
But most of all it's fake  
My hat is made of solid gold  
It's the role I rightfully take  
I'm wearing my crown of madness  
Yeah a new creation  
I'm wearing my crown of madness  
Don't ask me to be faithful  
Don't ask me to be good  
Don't ask me to be generous  
I wouldn't if I could  
Don't ask me to be impolite  
You know I always will  
Don't ask me if I'm well  
When you know I'm always ill  
I'm wearing my crown of madness  
Yeah, a new creation  
I'm wearing my crown of madness  
Don't ask me to be serious  
It's serious enough  
Don't try to make me understand  
Reality and stuff  
Don't push me to the limit  
Don't stretch your luck too far  
I know who I am  
Do you know who you are?  
Mad mad mad oooh  
I'm wearing my crown of madness  
Yeah, a new creation  
I'm wearing my crown of madness  
Mad, mad, mad, mad

"
1017,Eurythmics,Diamond Avenue,"I saw a hundred men laughing only two understanding  
A wheel that was spinning for good and for evil  
There was a church bell ringing but nobody listening  
Except the beggars in the doorways of designer perfection  
There was a thin man collecting for a government problem  
He spent a long time waiting with that look of disapproval  
There was icicles forming in the agency windows but nothing for sale there  
Only dreamtime oblivion  
Ah - the mysteries that are discussed in the beds of the kings and queens  
Ah - The mysery well it brings you down like a recurring dream  
Ah - here on the diamond avenue (on the diamond avenue)  
And there's a tightrop marriage between the doctor and the junkie  
In daylight it's perfect but at night time it's frightening  
The hospital was moved so the hotel could profit  
But nobody stayed up there to curse it or to mock it  
As hi-fi condition arranged for my transport  
But there's nothing to hear except the sound of bloody progress  
The buildings are blushing from the interest they're earning  
But the tables and the chairs on the bombsites are burning  
Ah - the mysteries that are discussed in the beds of the kings and queens  
Ah - The mysery well it brings you down like a recurring dream  
Ah - here on the diamond avenue (on the diamond avenue)  
Let's have a look, what do you see  
I saw Thatcher and Murdoch those twins of confusing  
Pay Saatchi and Saatchi to keep up their little illusion  
I saw pepsi and my hero both digging a goldmine  
It's funny how money can make you deaf as well as blind  
Ah - the mysteries that are discussed in the beds of the kings and queens  
Ah. The misery well it brings you down in a recurring dream  
Here on the diamond avenue  
Here on the diamond avenue  
Here on the diamond avenue

"
1018,Eurythmics,Do You Want To Break Up?,"[Chorus:]  
Yea, oh yea, yea  
Do you want to break-up?  
  
I've got a heavy heart  
Got heart filled full of lead.  
Pocket full of heartache  
(car crash in my head).  
I've got a steady hand  
Gonna lead me to my home.  
Take me up to heaven  
(heaven's where I'm goin')  
  
[Chorus]  
  
I've seen trouble  
I looked right up to it's face  
Never tried to turn away.  
And I've been sad  
I've been overjoyed  
So let me disembrace you now  
My little trouble boy  
  
[Chorus]  
  
You took me to the ocean  
Dropped me like a stone.  
Took me to the deep blue ocean.  
I don't wanna stay there baby  
I don't wanna swim alone  
  
[Chorus]

"
1019,Eurythmics,Don't Ask Me Why,"Miracle of miracles  
Look what the night dragged in  
It's a pocket full of misery  
And trouble on the wind  
You spoiled the best years  
Of your life  
You took them all in vain  
Now you think that you're forgiven  
But you can't be born again  
  
And you say  
Why?  
You say why?  
You say why?  
Don't ask me why  
  
I don't love you anymore  
I don't think I ever did  
And if you ever had  
Any kind of love for me  
You kept it all so well hid  
  
Promises sweet promises  
You kept them from your mind  
Like all the lost forgotten things  
You never seemed to find  
Like all the disappointments  
You displayed upon your shelf  
Now you've got no one to turn to  
You've got no-one but yourself  
  
And you say  
Why?

"
1020,Eurythmics,Doubleplusgood,"Attention, your attention, please  
A newsflash has this moment arrived from the Malabar front  
Our forces in South India have won a glorious victory  
I am authorized to say that the action we are now reporting  
May, well bring the war within measurable distance of its end  
Here is the newsflash  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Doubleplusgood  
Times 17.3.84 bb speech mal reported Africa rectify  
Times 19.12.83 forecasts 3 YP 4th quarter  
83 misprints, verify current issue  
Times 14.12.84 mini plenty mal quoted, chocolate rectify  
Times 3.12.83 reporting bb day order doubleplusungood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Doubleplusgood  
Doubleplusungood  
Doubleplusgood  
Doubleplusungood  
D-d-double, d-d-double, d-d-double  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Doubleplusungood  
Doubleplusungood  
D-d-doubleplus, d-d-doubleplus, d-d-doubleplus  
D-d-doubleplus, d-d-double, d-d-double, d-d-double  
Doubleplusungood  
D-d-double, d-d-double, d-d-double  
D-d-doubleplusungood  
Your attention, please  
Your attention, please  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
Plusgood  
Doubleplusgood  
...  

"
1021,Eurythmics,English Summer,"Child in the distance  
A memory untamed  
Family connections  
There's a mess in the kitchen  
All messages received  
Always a quick reply  
The mood the afternoon  
Another change of light  
There's nothing like an English  
Summer  
The telephone is good  
So wonderful and true  
We need the time to think  
Everyone's listening  
Another change of light  
The underlying truth  
Request to pack it in  
No solutions  

"
1022,Eurythmics,Fade Away,"Everything you are you've been once before  
Everything you hear you've heard it once or more  
Everything you see you've seen it all before  
Everything you dream leads to that open door  
Don't wait so long  
Turn the key before you fade away  
Don't wait so long  
Turn the key before you fade away  
Everyone you love you could have loved them more  
Everyone you touch you could touch to the core  
Every time you wait it's not worth waiting for  
Everyone you lost you better find them all  
Don't wait so long  
Find them all before they fade away  
Don't wait so long  
Find them all before they fade away  
I know you live in isolation  
So you don't have to pretend  
That you could live alone forever  
And be your own best friend  
Here comes the writing on the wall  
And it looks so strange  
Like a primitive sign  
Don't you ever feel that you're so small  
Like a grain of sand in a bottle or wine  
Don't wait so long  
You know I'll always love you  
Don't wait so long  
You know I'll always love you

"
1023,Eurythmics,Fools Paradise,"Life  
It flicked like a dying flame  
Then before my very eyes you came  
And entered our world  
And you were born a king  
It's too late  
Welcome to paradise  
It's too late  
Yes you were born a king  
It's loo late  
Welcome to paradise  
It's too late  
Life  
A million things for you to learn  
But one by one those pages turn  
Like history itself  
But you were born a king  
Your pale blue eyes and velvet skin  
Fingertips and sideways grin  
No photograph or microphone  
Could capture your elusive tone  
No waterfall or running stream  
Could be so pure as your daydream  
No china doll or crystal sphere  
Comes close to you, my child so dear  
In you I have a glimpse of faith  
A love affair with outer space  
A foothold on a mountain top  
A passion there that never stops  
No magazines radio or late night  
Tv monster show  
Could entertain me more than you  
I want you to know  
That you were born a king  
Welcome to paradise  
Yes you were born a king  
Welcome to paradise

"
1024,Eurythmics,Forever,"Forever  
Now that you're gone  
Gone forever  
But the day goes on forever  
When we were young with time to waste  
Everything was clear and good  
Thought we could live for a thousand years  
But yesterday is done and tomorrow's yet to come  
You'll never know  
Forever  
Now that you're gone  
Gone forever  
But the day goes on forever  
Yeah, yeah, yeah  
Forever  
And I remember when we were fools  
Everything was me and you  
Thought we were kings with time to kill  
But yesterday is done and tomorrow's yet to come  
You live and learn  
Some people never take the time to try  
The way you live's the way you die  
The stuff of life's in short supply  
And if it sometimes hits you strong  
Remembering that things go wrong  
The song of life is just a song  
And everything goes on and on  
Forever  
Now that you're gone  
Gone forever  
But the day goes on forever  
Yeah, yeah, yeah  
Forever  

"
1025,Eurythmics,Greetings From The Gutter,"That's what you've got to do, when it's all over  
That's what you've got to do, when it's all over  
That's what you've got to do, when it's all over  
That's what you've got to do, when it's all over  
Greetings from the gutter  
I've been here since yesterday  
Sweet dreams in the gutter  
All the skeletons come out to play  
At times I feel so logical inside  
So just give me the keys  
And I'll drive myself back home  
That's what you've got to do, when it's all over  
That's what you've got to do, when it's all over  
That's what you've got to do, when it's all over  
That's what you've got to do, when it's all over  
I stand in the mirror counting the scars I let you see  
A little soft edged but bitter  
You're a star you don't talk to me  
That's what you've got to do, when it's all over  
That's what you've got to do, when it's all over  
That's what you've got to do, when it's all over  
That's what you've got to do, when it's all over

"
1026,Eurythmics,Happy To Be Here,"I put all my eggs in the bacon slicer  
But now it's turned out fine.  
In fact it couldn't be nice  
A nice Jewish girl and a bottle of cider  
Seven days later I was a man of the world  
...... I thought  
I'll go and get a slice of pizza from the pizzeria  
Oh, and a coke  
Has anybody got the change of five quid  
  
I'm happy to be here  
So happy to be here  
And I wish that you were here  
Unhappy with me and happy to be here  
So happy to be here  
But you'd had to have been there to be here  
With me  
  
I played a blinder against a gaggle of nuns  
I was all mouth and trousers they were fingers  
And thumbs had a lesson from the vicar on oral hygiene  
He was stitching my trousers, and staring at  
Christine she had three tickets to see Alfie at the Odeon  
""What's it all about Christine?""  
Free you mind  
Yeah... But what the...  
I'm happy to to be here  
So happy to be here  
And I wish that you were here  
Unhappy with me  
  
I'm happy to be here  
So happy to be here  
But you'd had to have been there to be here  
With me  
  
I'm happy to be here  
So happy to be here  
How I wish that you were here  
Unhappy with me

"
1027,Eurythmics,Heart Of Stone,"I bought your record in nyc  
Discorama down on union square  
I must have played it a million times over  
I'd close my eyes imagine you were there  
You know  
I really dig the clothes you wear  
I only wish you could be my baby  
I want to read about it  
Do you think we could have an affair  
  
Maybe your heart is made of stone  
Maybe I'm just too blind to see  
Maybe your heart is made of stone  
Maybe I'm just too blind to see  
  
Two weeks in Electric Lady Land  
Two weeks and that's all for me  
I could be lucky and get off lightly  
With a broken nose and the third degree  
She said I really dig Disco music  
And if you want to be my baby  
We'd better talk about it  
Maybe then we could have an affair  
  
Maybe your heart is made of stone  
Maybe I'm just too blind to see  
Maybe your heart is made of stone  
Maybe I'm just too blind too see  
  
I want to drive East Coast to West Coast  
Turn up my radio set myself free  
Don't want to talk about it  
You and me should have an affair  
  
Maybe your heart is made of stone  
Maybe I'm just too blind to see  
Maybe your heart is made of stone  
Maybe I'm just too blind to see.

"
1028,Eurythmics,Heaven,"Heaven  
Is the home of all hearts  
And heaven  
Won't tear you apart  
  
Yeah,heaven  
Is the home of all hearts  
And heaven  
Don't tear you apart  
  
There's too many cares  
Want to hold you down  
And the world is a window  
Gone underground  
  
There's a hole in the sky  
Where the sun don't shine  
And the clock on the wall  
And it counts my time  
  
Heaven  
Is the home of all hearts  
And heaven  
Don't tear you apart  
  
There's a song on the air  
With a long pure line  
And a face in the glass  
And it looks like mine  
  
And I'm standing on ice  
When I say that I don't hear planes  
want to scream at walls  
I want to jump my chain  
  
Heaven  
Let me take you up  
Take you higher  
Take you up to the place  
  
Where you're gonna find peace  
Peace in your heart  
Peace in your heart  
You won't have to suffer  
  
You won't suffer  
There's a place in your heart  
Place in your heart  
Where there's peace  
  
Peace in your heart  
Peace in your heart

"
1029,Eurythmics,Heaven And Earth,"The drunk mortician lurches  
Past the broken windowed churches  
He starts to laugh and cry  
At the same time  
What really makes him drink  
Is the time he has to think  
And he knows that there is  
Nowhere he can hide  
He's got people making speeches  
Hang around like leeches  
To drink that heady drug  
Of untold power  
Their arguments are quoted  
And the winner then is voted but  
The loser always has  
The finest hour...  
So what are we going to do now  
On heaven and earth  
What are we going to do now  
Tell me what is worth to you...  
Doctors try to save them  
Priests don't know how to tell them  
There's nothing you can do but repent  
You might think that he's a hero  
But like Nixon Mao or Nero  
All you know is that they came... Then they went  
So what are we going to do now  
On heaven and earth  
What are we going to do now  
Tell me what is worth  
So what are we going to do now  
On heaven and earth  
What are we going to do now  
Tell me what is worth to you  
(Father and son) ad libs to fade

"
1030,Eurythmics,Hello I Love You,"Hello, I love you  
Won't you tell me your name?  
Hello, I love you  
Let me jump in your game  
  
Hello, I love you  
Won't you tell me your name?  
Hello, I love you  
Let me jump in your game  
  
She's walkin' down the street  
Blind to every eye she meets  
Do you think you'll be the guy  
To make the queen of angels sigh?  
  
Hello, I love you  
Won't you tell me your name?  
Hello, I love you  
Let me jump in your game  
  
Hello, I love you  
Won't you tell me your name?  
Hello, I love you  
Let me jump in your game  
  
She holds her head so high  
Like a statue in the sky  
Her arms are wicked, her legs are long  
When she moves, my brain screams out this song  
  
Sidewalk crouches at her feet  
Like a dog that begs for something sweet  
Do you hope to make her see, you fool?  
Do you hope to pluck this dusky jewel?  
  
Hello, I love you  
Hello, I love you  
Hello, I love you  
Hello, I love you  
  
I love you  
I love you  
I love you  
I love you

"
1031,Eurythmics,Here Comes That Sinking Feeling,"Here Comes That Sinking Feeling  
  
Have you ever heard the sound of disappointment?  
It tangles your head like a winter rose.  
Comes up eager and shining  
And it likes to leave a scar before it goes.  
  
Here comes that sinking feeling  
(Can't keep it to myself)  
  
Nobody hurts me like you do.  
You cut into me like a poison dart.  
Creep into my sleep at night.  
Break into my dreams and tear them apart.  
  
Here comes that sinking feeling.  
  
Have you ever felt the sound of disappointment?  
It pounds in your head like hammer blows.  
Comes on gentle and smiling.  
And it likes to leave a scar  
Here it comes again no.  
Here comes that sinking feeling.

"
1032,Eurythmics,Here We Go Again,"I once knew a pony  
Whose name was Survival  
He died in the winter of a happy revolution  
There were militant marches  
Over his dead body  
Children were crying and begging for mercy  
One  
Here we go again  
Two  
Here we go again  
We're all gonna be history  
Three  
Here we go again  
She's turning and turning, our American Sister  
Hands full of arrows and paperback bibles  
Like a boxing hero  
She stands in the ashes  
The voice of Martin Luther  
Through the radio flashes  
One  
Here we go again  
Two  
Here we go again  
We're all gonna be history  
Three  
Here we go again  
Oh here we go again  
Black snow in the fields again  
But tell me where is the friendship train?  
It's been a long time coming  
I once knew a pony  
Name was religion  
Head full of hatred and misguided morals  
He was blinded from reading  
Worn out and bleeding  
But he'll never give in, no  
Till the day he stops breathing  
Devil in the kitchen and the clock strikes nine  
His words are spoken in a voice sublime  
Apocalypse then and misery now  
Nothing you do is going to work anyhow boy  
One  
Here we go again  
Two  
Here we go again  
We're all gonna be history  
Three  
Here we go again  
I once knew a pony  
Whose name was Survival  
He died in the winter of a happy revolution  
There were militant marches  
Over his dead body  
Children were crying and begging for mercy  
One  
Here we go again  
Two  
Here we go again  
We're all gonna be history  
Three  
Here we go again  
She's turning and turning, our American Sister  
Hands full of arrows and paperback bibles  
Like a boxing hero  
She stands in the ashes  
The voice of Martin Luther  
Through the radio flashes  
One  
Here we go again  
Two  
Here we go again  
We're all gonna be history  
Three  
Here we go again  
Oh here we go again  
Black snow in the fields again  
But tell me where is the friendship train?  
It's been a long time coming  
I once knew a pony  
Name was religion  
Head full of hatred and misguided morals  
He was blinded from reading  
Worn out and bleeding  
But he'll never give in, no  
Till the day he stops breathing  
Devil in the kitchen and the clock strikes nine  
His words are spoken in a voice sublime  
Apocalypse then and misery now  
Nothing you do is going to work anyhow boy  
One  
Here we go again  
Two  
Here we go again  
We're all gonna be history  
Here we go again  
I once knew a pony  
Whose name was Survival  
He died in the winter of a happy revolution  
There were militant marches  
Over his dead body  
Children were crying and begging for mercy  
One  
Here we go again  
Two  
Here we go again  
We're all gonna be history  
Three  
Here we go again  
She's turning and turning, our American Sister  
Hands full of arrows and paperback bibles  
Like a boxing hero  
She stands in the ashes  
The voice of Martin Luther  
Through the radio flashes  
One  
Here we go again  
Two  
Here we go again  
We're all gonna be history  
Three  
Here we go again  
Oh here we go again  
Black snow in the fields again  
But tell me where is the friendship train?  
It's been a long time coming  
I once knew a pony  
Name was religion  
Head full of hatred and misguided morals  
He was blinded from reading  
Worn out and bleeding  
But he'll never give in, no  
Till the day he stops breathing  
Devil in the kitchen and the clock strikes nine  
His words are spoken in a voice sublime  
Apocalypse then and misery now  
Nothing you do is going to work anyhow boy  
One  
Here we go again  
Two  
Here we go again  
We're all gonna be history  
Three  
Here we go again

"
1033,Eurythmics,Hey Johnny (it's You),"You got a dream, you've got it bad  
But it's just another one of those fads  
Just a joke, gone up in smoke  
Leaves you dangling on the end of a rope  
Lost your money in a parking lot  
It was funny but it's all you've got  
You're walking home, with sticky clothes  
And a very healthy overdose  
Oh Johnny it's you and you're a love child  
Oh Johnny it's you and you're a love child  
Ain't got no shoes  
Ain't got no job  
Ain't got no decent banks to rob  
Ain't got no rent  
You pitch a tent  
But the parking meter money's spent  
You need a girlfriend like a kick in the head  
Sleeping all night solo with the grateful dead  
Yeah you know it ain't easy  
Oh Johnny it's you yeah Johnny it's you and you're a love child  
Oh Johnny it's you yeah Johnny it's you and you're a love child  
Chorus repeats  
You've got a dream, you've got it bad  
But it's just another one of those fads  
It's just a joke, gone up in smoke  
Leaves you dangling on the end of a rope  
You're walking home, with stiky clothes  
And a very healthy overdose  
Yeah you know it ain't easy  
Oh Johnny it's you yeah Johnny it's you and you're a love child  
Oh Johnny it's you yeah Johnny it's you and you're a love child

"
1034,Eurythmics,Honest,"Now Jerry was no architect  
But she sure knew how to put out all the lights  
I once watched her walk right  
Through a plate glass window  
And never even look hack  
Now here I am talking about all her good points  
I never did think she had any bad  
Though friends told me she could be cruel  
And vicious  
At one time she was the best friend that I had  
And I hope she can hear  
I hope she feels good  
I hope she was the best or everything  
And I hope she feels like a million dollars  
And I hope she knows I was always honest  
Now Jerry was a main-line angel  
She never came home at night  
She slept where the wind would take her  
In her P. V. C thigh length boots  
Make-up black and solid  
Fingernails bitten by teeth so close  
To perfection only marred by  
Seven years of obvious fake prescriptions  
That were one way or making  
Sure that she never saw the daylight  
Before wearing her sunglasses over  
Breakfast with her Italian girlfriend  
In a post blitz kid stupor  
Saying ""How ya doin', Davy boy""  
You know you're such a trooper  
And I hope you feel good  
And I hope you feel like a million dollars  
And I hope you know that I was  
Always.... Honest

"
1035,Eurythmics,I Love You Like A Ball And Chain,"Well the sound of your voice on the telephone  
Make me feel distressed  
Make me all alone.  
Why do I feel so incomplete?  
When you're not here I'm just obsolete.  
  
My bed is burnin' all through the night.  
You're the only one that can make me feel right.  
Try to lay down my sleepin' head  
But I'm tossin' and turnin' around instead.  
  
[Chorus]  
I love you like a ball and chain.  
(Make it alright now.)  
Love you like a ball and chain.  
(Feels too good.)  
  
I'm a fool I know but I'm stuck on you.  
I'm a fool I know and it's makin' me blue.  
There's a river of blood.  
There's a river of tears  
I've been wasting all these years.  
  
[Chorus]

"
1036,Eurythmics,I Need A Man,"I don't care if you won't  
Talk to me  
You know I'm not that kind of girl.  
And I don't care if you won't  
Walk with me  
It don't give me such a thrill.  
And I don't care about the way you look  
You should know I'm not impressed  
'cause there's just one thing  
That I'm looking for  
And he don't wear a dress.  
  
I need a man  
I need a man  
  
Baby baby baby  
Don't you shave your legs  
Don't you double comb your hair  
Don't powder puff  
Just leave it rough  
I like your fingers bare.  
When the night comes down  
I can turn it round  
I can take you anywhere.  
I don't need love  
Forget that stuff  
You know that I don't care  
  
I need a man  
I need a man  
  
I don't need a heart breaker  
Fifty-faced trouble maker  
Two timing time taker  
Dirty little money maker  
Muscle bound cheap skate  
Low down woman hater  
Triple crossing double dater  
Yella bellied alligator  
  
I don't care if you won't  
Talk to me  
You know I'm not that kind of girl.  
And I don't care if you won't  
Walk with me  
It don't give me such a thrill.  
And I don't care about the way you look  
You should know I'm not impressed  
'cause there's just one thing  
That I'm looking for  
And he don't wear a dress.

"
1037,Eurythmics,I Need You,"I need you to pin me down  
Just for one frosen moment.  
I need someone to pin me down  
So I can live in torment.  
I need you to really feel  
The twist of my back breaking  
I need someone to listen  
To the ecstacy I'm faking.  
I need you you you  
  
I need you to catch each breath  
That issues from my lips  
I need someone to crack my skull  
I need someone to kiss.  
So hold me now  
And make pretend  
That I won't ever fall  
Oh hold me down  
I'm gonna be your baby doll  
  
I need you you you  
Is it you I really need?  
I do I do I do  
I really do  
I need you

"
1038,Eurythmics,I'm Always Touched By Your Presence Dear,"Was it destiny?  
I don't know yet  
Was it just by chance?  
Could this be kismet?  
Something in my consciousness told me you'd appear  
Now I'm always touched by your presence dear  
When we play at cards you use an extra sense  
It's really not cheating, you know?  
You can read my hand I've got no defence  
When you send your messages, whispered loud and clear  
I'm always touched by your presence dear  
Floating pass the evidence of possibilities  
We could navigate together psychic frequencies  
Coming into contact with outer entities  
We could entertain each one with our theosophies  
Stay awake at night and count your REM's  
When you're talking with your super friends  
Levitating lovers in the secret stratosphere  
I am still in touch with your presence dear  
I am still in touch with your presence dear

"
1039,Eurythmics,It's Alright,"It's alright - baby's coming back  
And i don't really care where he's been.  
It's alright - baby's coming back  
And i won't turn him around this time.  
  
I'll be your cliff (you can fall down from me).  
I'll be your ledge (you can lean upon me).  
I'll be your bridge, your flowering tree  
You can still depend on me...  
And i'll be (the ticking of your clock).  
And i'll be (the numbers on your watch).  
And i'll be (your hands to stop the time).  
I'll even be your danger sign.  
  
Chorus repeats.  
  
And i'll be (your grace your dignity).  
And i'll be (your night your destiny).  
And i'll be (your comfort and your ease).  
I will be your storm at seas...  
And i'll be (your sharp intake of breath).  
And i'll be (your work i'll take no rest).  
And when the world falls to decline  
I'll be yours and you'll be mine.  
  
Chorus repeats...  
  
(make it easy on yourself tonight).

"
1040,Eurythmics,It's Alright (Baby's Coming Back),"It's Alright (Baby's Coming Back)  
  
[Chorus:]  
It's alright, baby's coming back  
And I don't really care where he's been.  
It's alright, baby's coming back  
And I won't turn him around this time.  
  
I'll be your cliff (you can fall down from me).  
I'll be your ledge (you can lean upon me).  
I'll be your bridge, your flowering tree  
You can still depend on me  
  
And I'll be (the ticking of your clock).  
And I'll be (the numbers on your watch).  
And I'll be (your hands to stop the time).  
I'll even be your danger sign.  
  
[Chorus]  
  
And I'll be (your grace your dignity).  
And I'll be (your night your destiny).  
And I'll be (your comfort and your ease).  
I will be your storm at seas  
  
And I'll be (your sharp intake of breath).  
And I'll be (your work I'll take no rest).  
And when the world falls to decline  
I'll be yours and you'll be mine.  
  
[Chorus]  
  
(Make it easy on yourself tonight).

"
