"","Artist","Song","Lyrics","Label"
"4398","Andy Williams","Wrong For Each Other","You go on your way I'll go on mine Please don't you call me Or drop me a line  I'll be better off now With somebody new And you should find someone More suited to you  Cause we're wrong for each other Wrong for each other Let's fight another round  I couldn't explain it I can't tell you why I've got such a talent For making you cry  And one day you'll thank me For saying so long For making an end to A love that was wrong  Cause we're wrong for each other Wrong for each other Let's fight another round  Cause we're wrong for each other Wrong for each other Wrong for each other Wrong for each other...",3
"4411","Andy Williams","Music To Watch Girls By","The boys watch the girls while the girls watch the boys who watch the girls go by Eye to eye, they solemnly convene to make the scene Which is the name of the game, watch a guy watch a dame on any street in town Up and down and over and across, romance is boss  Guys talk ""girl talk"", it happens everywhere Eyes watch girls walk with tender lovin' care  It's keepin' track of the fact watching them watching back That makes the world go 'round ""What's that sound?"" each time you hear a loud collective sigh They're making music to watch girls by  Guys talk ""girl talk"", it happens everywhere Eyes watch girls walk with tender lovin' care  It's keepin' track of the fact watching them watching back That makes the world go 'round ""What's that sound?"" each time you hear a loud collective sigh They're making music to watch girls by  The boys watch the girls while the girls watch the boys who watch the girls go by Eye to eye, they solemnly convene to make the scene  La, la, la ,la",3
"4425","Andy Williams","Charade","When we played our charade We were like children posing Playing at games, acting out names Guessing the parts we played  Oh what a hit we made We came on next to closing Best on the bill, lovers until Love left the masquerade  Fate seemed to pull the strings I turned and you were gone While from the darkened wings The music box played on  Sad little serenade Song of my heart's composing I hear it still, I always will Best on the bill Charade",3
"4434","Andy Williams","Almost There","Almost there, we're almost there How wonderful, wonderful our love will be For you, for me  We're almost there where we will share A warm caress, tenderness, a dream come true For me, for you  Love has waited such a long time Now we're a kiss apart Darling, this is the right time To let the kisses start  For you're almost mine and soon we'll find Our paradise, paradise so rare Close your eyes for we're almost there  You're almost mine and soon we'll find Our paradise, paradise so rare Close your eyes, close your eyes Close your eyes for we're almost there Almost there Almost there",3
"4436","Andy Williams","Happy Heart","There's a certain sound always follows me around When you're close to me you will hear it It's the sound that lovers hear when they discover There could be no other for their love    It's my happy heart you hear Singing loud and singing clear And it's all because you're near me, my love Take my happy heart away Let me love you night and day In your arms I want to stay, oh my love  Feeling more and more like I've never felt before You have changed my life so completely Music fills my soul now, I've lost all control now I'm not half, I'm whole now with your love",3
"4448","Andy Williams","Ain't It True","Ain't it true No matter what you do Someday when life is through They're gonna bury you Beneath the cold, cold ground, girl  Big or small Or short or fat or tall It's gonna get us all Someday we're gonna fall Beneath the cold, cold ground, girl  So you best believe it No matter what you do Yes, you best believe it Ain't it true, ain't it true Ain't it true  My poor heart Was almost torn apart Because you played a part You thought that you were smart And now you're gone Gone, gone, girl  All your life You treated me so bad You took the love I had And left me feeling sad But I'll go on, on, on, girl  Cause I know that someday Your time will be due Yes, you'd best believe it Ain't it true, ain't it true Ain't it true  I don't want to be the one To see you in such misery Not even for the things You went and done, done, done, girl  There is time for You to change your mind And leave your cheating heart behind And turn the righteous kind Come back to me, girl  And I will forgive you Here's what I'll say On that final day They lay you away There was never another like you  Ain't it true, girl Ain't it true, girl  And I will forgive you Here's what I'll say On that final day They lay you away There was never another like you  Ain't it true, girl Ain't it true, girl",3
"4451","Andy Williams","Dear Heart","Dear heart wish you were here to warm this night My dear heart, seems like a year since you've been out of my sight A single room, a table for one It's a lonesome town all right But soon I'll kiss you hello at our front door And dear heart I want you to know I'll leave your arms never more  (A single room, a table for one) It's a lonesome town all right But soon I'll kiss you hello at our front door And dear heart I want you to know I'll leave your arms never more",3
"4452","Andy Williams","On The Street Where You Live","I have often walked down this street before But the pavement always stayed beneath my feet before All at once am I several stories high Knowing I'm on the street where you live  Are there lilac trees in the heart of town? Can you hear a lark in any other part of town? Does enchantment pour out of every door? No, it's just on the street where you live  And oh, the towering feeling just to know somehow you are near The overpowering feeling that any second you may suddenly appear  People stop and stare, they don't bother me For there's nowhere else on earth that I would rather be Let the time go by, I won't care if I Can be here on the street where you live",3
"4462","Andy Williams","A Fool Never Learns","A fool never learns To get away, just run away before his heart begins to break A fool never learns He'll wait around, just hang around to see how much his heart can take A fool never learns To some girls love is just a game And some girls treat all fool the same A fool never learns And I'm gonna do a very foolish thing  I'm gonna stick by you I'm a gonna hang around, wait around Hope she'll love me again some day They say a broken heart don't mark the end of time That there are lotsa girls who'd love to be just mine But I don't believe that I could fall in love again Cause I just can't remove the pain A fool never learns And I'm gonna do a very foolish thing  I'm gonna stick by you I'm a gonna hang around, wait around Hope she'll love me again some day They say a broken heart don't mark the end of time That there are lotsa girls who'd love to be just mine But I don't believe that I could fall in love again Cause I just can't remove the pain A fool never learns And I'm gonna do a very foolish thing And I'm gonna do a very foolish thing  And I'm gonna do a very foolish thing",3
"4526","Andy Williams","Sweet Memories","My world is like a river, as dark as it is deep Night after night the past slips in and gathers all my sleep My days are just an endless stream of emptiness to me Filled only by the fleeting moments of her memory Sweet memories, sweet memories  M-m-m-m-m-m-m-m-m-mm. She slipped into the silence of my dreams again last night Wandering from room to room, she's turning on each light Her laughter spills like water from the river to the sea And I'm swept away from sadness, clinging to her memory Sweet memories, sweet memories  M-m-m-m-m-m-m-m-m-mm Sweet memories, sweet memories  M-m-m-m-m-m-m-m-m-mm",3
"4549","Nancy Sinatra","You Only Live Twice","You Only Live Twice or so it seems,  One life for yourself and one for your dreams.  You drift through the years and life seems tame,  Till one dream appears and love is its name.   And love is a stranger who'll beckon you on,  Don't think of the danger or the stranger is gone.   This dream is for you, so pay the price.  Make one dream come true, you only live twice.   And love is a stranger who'll beckon you on,  Don't think of the danger or the stranger is gone.   (from James Bond 007 - You Only Live Twice, 1967)  This dream is for you, so pay the price.  Make one dream come true, you only live twice.",3
"4557","Nancy Sinatra","Happy","Loneliness is nothin' new I've lived with it my whole life through So look out gloom I'm makin' room for happy happy  Through with walkin' sadness street I'm dancin' on these smilin' feet Oh, blues be gone I'm turnin' on with happy happy  And should he need me Well I'll be right there, I don't care, anywhere  And should he want me  I'll say this is it, the lamp is lit Here we go, here we go  Up to where our mind are free And every day's philosophy Says life is wild be like a child Called happy happy",3
"4569","Nancy Sinatra","Love Eyes","Love eyes... Baby you sure got Love eyes... Turn me on a lot My world lies right there in your love eyes... your love eyes  Love eyes... Keep me all uptight Love eyes... Make me do what's right Me world lies right there in your love eyes... your love eyes  You know I know You know everything I do 'Cause everything I do, you know I do it just for you Take me in your arms, make me realize All I'll ever need is in your.....  Love eyes... Nothing else will do Love eyes... yeah, they keep my loving true My world lies right there in your.....  Love eyes... Baby you sure got Love eyes... Man they turn me on a lot My world lies right there in your love eyes why o you are   l o v e   e why e s",3
"4577","Nancy Sinatra","100 Years","I'm not gonna say everything is OK Cause OK is not the way that I feel. I'm not gonna be any fool's Christmas tree Let 'em hang gifts on me that aren't real  I'm not gonna take second best I've got no use for the rest. World you better hear what I say Cause for me true love could be 100 years away.  I'm not givin' in to a smile or a grin  On a face -huh- I might never see again. I'm not gonna fly in some big phoney sky On a ride that I know just can't win.  And I'm not gonna take second best No I've got no use for the rest. So world you better hear what I say Cause for me true love could be 100 years away.  And if it is, I'll wait.",3
"4585","Nancy Sinatra","Here We Go Again","Here we go again She's back in town again I'll take her back again One more time  Here we go again The phone will ring again I'll be her fool again One more time  I've been there before And I'll try it again But any fool knows That there's no way to win  Here we go again She'll break my heart again I'll play the part again One more time  Here we go again She'll break my heart again I'll play the part again One more time  I'll take her back again One more time, ooh",3
"4586","Nancy Sinatra","Drummer Man","Hush, hush, little baby, don't you cry Hush, hush, little baby, don't you cry Daddy works in a rock and roll band He's a drummer man Plays all night in a crummy dive Down on Lincoln Street Living in a rat trap, hassle and A-hustle with the welfare plan Lord, it's tough when  You're living with a dream Of a drummer man  Hush, hush, little baby, don't you cry Don't you know, little baby, bye and bye Daddy's really going to  Make it big like Ringo done Be a Hollywood cat and live up In the canyon where the sun shines If we can just hold on till We find that once in a lifetime plan Oh, Lord, it hurts to be living with a dream Of a drummer man He's a drummer man,  That's what he is And I love him so And I clean his jeans And I dry his tears When the breaks don't come,  And it ain't no fun He's my man  And he's a real good drummer It's a bummer when you've got to play The nickel and the dime Kind of job that don't pay enough  To buy a can of beans Chicken bone's clean  Hush, hush, little baby, don't you cry Hush, hush, little baby, don't you cry Daddy works in a rock and roll band He's a drummer man He beats out time, drinks a lot of bad Wine down on Lincoln Street One day Daddy's going to be a star But in the meantime Oh, Lord, it's tough to be living with a dream Of a drummer man Child it's tough but your Daddy is a dream Of a drummer man",3
"4590","Nancy Sinatra","Lightning's Girl","I've told you that I'm Lightning's girl But you keep hanging round If Lightning ever catches you He's got to put you down About six feet!  Stay away from Lightning's girl And this part of town Stay away from Lightning's girl Or he'll put you down...yeah  Better stop your grooving round Another roosters hen If Lightning ever catches you  He's got to do you in In about two minutes!  Stay away from Lightning's girl And this part of town Stay away from Lightning's girl Or he'll put you down  Here comes Lightning down the street While you just stand there talking If I were you I'd start to move And tell my story walking About a hundred miles an hour!  Stay away from Lightning's girl And this part of town Stay away from Lightning's girl Or he'll put you down  Stay away from Lightning's g-i-are-l Stay away from Lightning's g-i-are-l Stay away from Lightning's g-i-are-l Stay away from Lightning's g-i-are-l",3
"4603","Nancy Sinatra","Good Time Girl","When you find that you don't love her When all the glitter rubs off of her. I'll be waitin' just a smile away. I can see you need some cheerin' So call on me I'm volunteerin' All you gotta do is pick up the phone Tell me your alone and baby  I'll come runnin'.   I'll be your good time girl I'll be your sunshine girl I'll turn your nighttime into day. I'll be your good time girl I'll be your sunshine girl I'll wash your troubles all away.  When you need someone to laugh with Someone to share things half and half with. I can make the nighttime fly away. You don't have to say you love me Just let me know you're thinkin' of me. All you gotta do is pick up the phone Tell me your alone and baby I'll come runnin'.  ",3
"4605","Nancy Sinatra","Tony Rome","Mothers lock your daughters in It's too late to talk to them. 'Cause Tony Rome is out and about And Tony Rome'll get 'em  If you don't watch out. Tony Rome'll get 'em  If you don't watch out.  Pussycats out run a stray. He will bring them back today. Cause Tony Rome is out and about. And Tony Rome'll find 'em  If you don't watch out. Tony Rome'll find 'em  If you don't watch out.  Love is for those who have the time to Rome is for those who are inclined to.  Ladies' hearts adore diamond rings Are not the very special things. When Tony Rome is out and about. 'Cause Tony Rome'll take 'em  If you don't watch out. Tony Rome'll take 'em  If you don't watch out.  Love is for those who have the time to And Rome is for those who are inclined to.  Ladies' hearts adore diamond rings Are not the very special things. When Tony Rome is out yeah and about. 'Cause Tony Rome'll grab 'em  If you don't watch out. Tony Rome'll take 'em  If you don't watch out. Watch out!",3
"4606","Nancy Sinatra","Sugar Town","I got some troubles, but they won't last I'm gonna lay right down here in the grass And pretty soon all my troubles will pass 'Cause I'm in shoo-shoo-shoo, shoo-shoo-shoo Shoo-shoo, shoo-shoo, shoo-shoo Sugar Town  I never had a dog that liked me some Never had a friend or wanted one So I just lay back and laugh at the sun 'Cause I'm in shoo-shoo-shoo, shoo-shoo-shoo Shoo-shoo, shoo-shoo, shoo-shoo Sugar Town  Yesterday it rained in Tennessee I heard it also rained in Tallahassee But not a drop fell on little old me 'Cause I was in shoo-shoo-shoo, shoo-shoo-shoo Shoo-shoo, shoo-shoo, shoo-shoo Sugar Town  If I had a million dollars or ten I'd give to ya, world, and then You'd go away and let me spend My life in shoo-shoo-shoo, shoo-shoo-shoo Shoo-shoo, shoo-shoo, shoo-shoo Sugar Town",3
"4615","Nancy Sinatra","Friday's Child","Friday's child.....Hard luck is her brother Friday's child.....Her sister's misery Friday's child.....Her daddy they call hard times Friday's child.....That's me  Friday's child.....Born a little ugly Friday's child.... Good looks passed her by..oh Friday's child.....Makes something look like nothing Friday's child.....Am I..ya  Guitar Solo  Friday's child.....Never climbed no mountain Friday's child.....She ain't even gonna tray..oh Friday's child.....Whom they'll forget to bury Friday's child.....Am I ",3
"4619","Ray Charles","Come Rain Or Come Shine","I'm gonna love you, like nobody's loved you Come rain or come shine High as a mountain, deep as a river Come rain or come shine  I guess when you met me It was just one of those things But don't you ever bet me 'Cause I'm gonna be true if you let me  You're gonna love me, like nobody's loved me Come rain or come shine We'll be happy together, unhappy together Now won't that be just fine  The days may be cloudy or sunny We're in or out of the money But I'm with you always I'm with you rain or shine",3
"4620","Ray Charles","Sweet Young Thing Like You","Sweet (sweet) young thing Like you (like you, baby) You've gone and made me Lose my cool  Sweet (sweet) young thing Like you (like you, baby) You're all I need To see me through  I said I'd never love again I've always been on the losing end  When you touched my hand I knew right there and then I loved you, I loved you, baby I love you  (Sweet) sweet young thing Like you (like you, baby) You've gone and made me Lose my cool  Sweet (sweet) young thing Like you (like you, baby) Yeah, babe, you're all I need To see me through  My whole life was upside down Misery and heartbreak Followed me around  Things that used to make me sad Have got a brand new sound I love you, I love you, baby I love you  Sweet (sweet) young thing Like you (like you, baby) You've gone and made me Lose my cool  Sweet (sweet) young thing Like you (like you, baby) You're all I need To see me through",3
"4641","Ray Charles","Here We Go Again","Here we go again He's back in town again I'll take him back again One more time  Here we go again The phone will ring again I'll be her fool again, I will One more time  I've been there before But I'll try it again Any fool, any fool knows That there's no, no way to win  Here we go again She'll break my heart again I'll play the part again One more time  I've been there before But I'll try it again Any fool, any fool knows That there's no, no way to win  Here we go again She'll break my heart again I'll play the part again One more time  I'll take her back again One more time.",3
"4655","Ray Charles","Makin' Whoopee","Another bride, Another June Another sunny honeymoon Another season, Another reason To make whoopee  A lot of shoes, a lot of rice The groom is nervous, uhh, he answers twice Its really killin', the boy's so willin' To make whoopee, whoopee  Picture a little love nest, yeah Down where the roses cling Picture that same sweet love nest See what a year can bring  I tell you the boy's washin' dishes 'n, baby clothes He's so ambitious, ooh, I tell you he sews Its really killin', the boy's so willin' To make whoopee, whoopee  You see, I don't make much money Only five, uh-uh, thousand per And some judge who thinks he's funny Tells me I got to pay six to her  I said now judge, suppose I fail? The judge says, ""Ray, son, son, right on into jail. Ah, you better keep her. I think it's cheaper.""   You know what I've been doin', don't you? ",3
"4656","Ray Charles","In The Heat Of The Night","In the heat of the night Seems like a cold sweat Creeping cross my brow, oh yes In the heat of the night I'm a-feelin' motherless somehow Stars with evil eyes stare from the sky  (In the heat of the night) Ain't a woman here before Knows how to make the morning come So hard to control Well I guess I could sell my soul for just a little light In the heat of the night I've got trouble wall to wall Oh yes I have I repeat in the night Must be an ending to us all Oh Lord, it won't be long Yes, just you be strong And it'll be all right In the heat of the night",3
"4663","Ray Charles","That Lucky Old Sun","Up in the mornin' Out on the job Work like the devil for my pay But that lucky old sun got nothin' to do But roll around heaven all day.  Fuss with my woman, toil for my kids Sweat till I'm wrinkled and gray While that lucky old sun got nothin' to do But roll around heaven all day  Dear Lord above, can't you know I'm pining, tears all in my eyes Send down that cloud with a silver lining, lift me to Paradise  Show me that river, take me across Wash all my troubles away Like that lucky old sun, give me nothing to do But roll around heaven all day  Send down that cloud with a silver lining, lift me to Paradise Show me that river, take me across Wash all my troubles away Like that lucky old sun, give me nothing to do But roll around heaven all day",3
"4665","Ray Charles","Let Me Love You","Oh, hey, y'all This is brother Ray I got something I wanna Talk to you about  I'm tired of running From town to town Now I'm ready to stop, y'all And settle down  Cause it's a life of misery When you're alone And I've got to have somebody To call my own  Oh, baby, let me love you Whoa, baby, I wanna love you I need to love you, girl  I'll be your water When your well goes dry And your good loving man, honey Til the day I die  I'll be your shelter, yes, I will Whenever it rains And like Dr. Feelgood I can ease your pain  Hey, baby, I wanna love you Whoa, baby I've got to love you, girl I need to love you  Listen here I need you and want you So come on, girl Let's find some happiness In this old world  Lord knows I'm gonna carry you Baby, by myself I've got to have you And nobody else  Oh, baby, I wanna love you Whoa, baby I need to love you, girl I've got to love you  Now come here, baby Why don't you hold my hand You know I'm gonna do The very best I can  Lord knows I need you Right by my side, girl With love and affection To keep me satisfied  Oh, Lord, I'm tired of running From town to town That's why I want you, girl To help me settle down  Whoa, oh, oh, oh Oh, baby, looking so good...",3
"4703","Ray Charles","A Tear Fell","A fool am I, a fool am I, in love   A tear fell when I saw you In the arms of someone new A tear fell when you left me All alone and feeling blue A tear fell when you told me That your love was not for me I didn't miss the teardrops, But I missed you constantly A fool am I, a fool am I, in love  The teardrops that you stepped on As you danced across the floor. Were crushed like my poor heart was When you walked out of my door.  That the flame in your heart died. Darlin', have I lost you Like these teardrops from my eyes A fool am I, a fool am I, in love",3
"4704","Ray Charles","Eleanor Rigby","Eleanor Rigby picks up the rice in the church where a wedding has been Lives in a dream Waits at the window, wearing the face that she keeps in a jar by the door Who is it for?  All the lonely people Where do they all come from ? All the lonely people Where do they all belong ?  Father McKenzie writing the words of a sermon that no one will hear No one comes near. Look at him working. Darning his socks in the night when there's nobody there What does he care ?  All the lonely people Where do they all come from ? All the lonely people Where do they all belong ?  Eleanor Rigby died in the church and was buried along with her name Nobody came Father McKenzie wiping the dirt from his hands as he walks from the grave No one was saved  All the lonely people Where do they all come from ? All the lonely peopl Where do they all belong",3
"4726","Ray Charles","My Heart Cries For You","INTRO:  	(My heart cries for you) 	(Sighs for you, dies for you) 	(And my arms long for you) 	(Please come back to me)  If you're in Arizona, I'll follow you If you're in Minnesota, I'll be there too You'll have a million chances to start anew Because my love is endless for you  	My heart cries for you 	Sighs for you, dies for you 	And my arms long for you 	Please come back to me  An unimportant quarrel was what we had We have to learn to live with the good and bad Together we were happy, apart we're sad This loneliness is driving me mad  	My heart cries for you 	Sighs for you, dies for you 	And my arms long for you 	Please come back to me  	Please come back to me 	Please come back, come back, come back to me",3
"4735","Ray Charles","No One To Cry To","(I need someone to say I do) No one to cry to now, no one to say goodnight No one to tell my troubles to I've got no one, to sigh to, no one to hold me  Tight No one to chear me when I'm blue When I go home to my lonely room And find there's no one there  And each night I think of you, so please answer this One prayer And you'll need someone, I said to cry to Someone to say I do  Someone to whisper I love you When I go home to my lonely room And find there's no one there And each night I think of you, so please answer this  One prayer And you'll need someone, I said to cry to Someone to say I do Someone to whisper I love you",3
"4737","Ray Charles","Crying Time","Oh, it's cryin' time again, you're gonna leave me I can see that far away look in your eyes I can tell by the way you hold me darlin' oooh That it won't be long before it's cryin' time  Now they say that absence makes the heart grow fonder (fonder) And that tears are only rain to make love grow Well my love for you could never grow no stronger (stronger) If I lived to be a hundred years old  Oh, it's cryin' time again, you're gonna leave me I can see that far away look in your eyes I can tell by the way you hold me darlin'. Yeah now That it won't be long before it's cryin' time  Now you say you've found someone that you love better (better) That's the way it's happened every time before And as sure as the sun comes up tomorrow ('morrow) Cryin' time will start when you walk out the door  Oh, it's cryin' time again, you're gonna leave me I can see that far away look in your eyes I can tell by the way you hold me darlin'. Alright now That it won't be long before it's cryin' time (That it won't be long before it's cryin' time)",3
"4739","Ray Charles","Cry","If your sweetheart, sends a letter, of goodbye It's no secret, you'll feel better, if you cry When wakened, from a bad dream, don't you sometimes think it's real Well it's only, false emotion, that you feel  If your heartaches, seems to hang around, too long And your blues, keep getting blue-er, with each song Remember, sunshine can be found, behind a cloudy sky So let your hair down now, and baby go on and cry  (If your heartaches seem to hang around too long) (And your blues keep getting blue-er with each song) Well remember, sunshine can be found, behind a cloudy sky Why don't you let your hair down now, baby go on and cry  I said let your hair down, baby go on and cry.",3
"4740","Ray Charles","Listen, They're Playing My Song","Down the street A baby just cried When he woke up all alone  A train's leaving town Oh, that lonesome sound It's chilling me right to the bone  A song is playing I can barely hear About a love that's gone wrong The freezing rain on my window pane Listen, they're playing my song  Taps being played By a soldier's grave So sad, it torments your soul Listen to that North wind moan Tonight is so dark and cold  Somewhere a siren Cuts through the night It sounds like the Whole world's gone wrong  Thunder just warned But it's coming a storm Listen, they're playing my song  Listen, they're playing my song",3
"4754","Ray Charles","I Want To Talk About You","Don't tell me About a night in June Or a shady lane Beneath the velvet moon  Don't tell me Cause I wanna talk about you  Don't mention that waterfall Or that grassy spot Where crickets softly call  Please don't tell me Cause, baby I wanna talk about you  The moon and the stars The objects on Mars Are things that We've talked of before  But your love for me Was the question And your answer Threw back Heaven's door  So tell me Your love will be sincere Then, my darling You need never fear  Cause I love you And I wanna talk about you About you  So don't tell me Because I wanna talk about you",3
"4769","Ray Charles","Let's Go Get Stoned","Let's go get stoned Let's go get stoned  When your baby won't let you in Got a few pennies, a bottle of gin Just call your buddy on the telephone  Let's go get stoned Let's go get stoned Let's go get stoned  When you work so hard all the day long And everything you do seems to go wrong Just drop by my place on your way home Let's go get stoned  It ain't no harm You're takin just a taste But don't blow your cool And start messing up the place  It ain't no harm you're faking just a nip But make sure you don't fall down bust your lip  Let's go get stoned Let's go get stoned",3
"4784","Ray Charles","I'm A Fool To Care","I'm a fool to care When you treat me this way Whoa, I love you so But, darling, I know I'm a fool to care  I'm a fool to cry Since you told me goodbye Oh, you can't be true So what can I do I'm a fool to care (I'm a fool to care)  I know I should laugh, ha ha And call it a day But I know I would cry If you went away  I'm a fool to care When you don't care for me Why should I pretend I know I'll lose in the end I'm a fool to care  I know I should laugh And call it a day But I know I would cry If you went away  I'm a fool to care When you don't care for me So why should I pretend I'll lose in the end Oh, I'm a fool to care",3
"4822","The Monkees","Last Train To Clarksville","Take the last train to Clarksville And I'll meet you at the station You can be there by 4:30 'Cause I've made your reservation Don't be slow Oh no no no, oh no no no  'Cause I'm leaving in the morning And I must see you again We'll have one more night together 'Til the morning brings my train And I must go Oh no no no, oh no no no And I don't know if I'm ever coming home  Take the last train to Clarksville I'll be waiting at the station We'll have time for coffee flavored kisses And a bit of conversation Oh no no no, oh no no no  Take the last train to Clarksville Now I must hang up the phone I can't hear you in this  Noisy railroad station all alone I'm feeling low Oh no no no, oh no no no And I don't know if I'm ever coming home  Take the last train to Clarksville, And I'll meet you at the station, You can be here by four-thirty, 'Cause I've made your reservation, don't be slow, Oh, no, no, no, Oh, no, no, no, And I don't know if I'm ever coming home. Take the last train to Clarksville, Take the last train to Clarksville, Take the last train to Clarksville, Take the last train to Clarksville. ",3
"4832","The Monkees","Valleri","Valleri. I love my Valleri. There's a girl I know who makes me feel so good. And I wouldn't live without her, even if I could. They call her Valleri. I love my Valleri.  She's the same little girl who used to hang around my door. But she sure looks different than the way she looked before. I call her Valleri. I love my Valleri.  Valleri. I love my Valleri. I love my Valleri. I need ya, Valleri.",3
"4861","The Monkees","Daydream Believer","Oh, I could hide 'neath the wings Of the bluebird as she sings. The six o'clock alarm would never ring. But it rings and I rise,  Wipe the sleep out of my eyes. The shavin' razor's cold and it stings.  Cheer up, sleepy jean. Oh, what can it mean. To a daydream believer And a homecoming queen.  You once thought of me As a white knight on a steed. Now you know how happy I can be. Oh, and our good times start and end Without dollar one to spend. But how much, baby, do we really need.  Cheer up, sleepy jean. Oh, what can it mean. To a daydream believer And a homecoming queen. Cheer up, sleepy jean. Oh, what can it mean. To a daydream believer And a homecoming queen.  Cheer up, sleepy jean. Oh, what can it mean. To a daydream believer And a homecoming queen. ",3
"4864","The Monkees","A Little Bit Me, A Little Bit You","Walk out Girl, don't you walk out We've got things to say Talked out; let's have it talked out Things will be okay  Girl I don't want to find That I'm a little bit wrong And you're a little bit right I said, girl You know that it's true It's a little bit me (a little bit me) And it's a little bit you, too  Don't know just what I said wrong But, girl, I apologize Don't go; here's where you belong So, wipe the tears from your eyes  Girl I don't want to find That I'm a little bit wrong And you're a little bit right I said, girl You know that it's true It's a little bit me And it's a little bit you, too   Oh girl I don't want to find I'm a little bit wrong And you're a little bit right I said, girl You know that it's true It's a little bit me And it's a little bit you, too   It's a little bit me It's a little bit you Girl, don't go No, no, no, no, no Girl, don't go No, no, no, no, no Hey, girl",3
"4870","The Monkees","Someday Man","Some people always complain that their life is too short so they hurry it along Their worries drive them insane but they still go along for the ride As for me I have all the time in the world  I was born A someday man I'm a maybe child I was born A someday man I was always wild  Tomorrow's a new day, baby Anything can happen Anything can happen at all  Some folks are working for reasons and waiting for answers they're never gonna find They keep on searching for pleasures and looking for what they can't see But for me Life can be a sweet holiday  I was born A someday man I'm a maybe child I was born A someday man I was always wild  Tomorrow's a new day, baby Anything can happen Anything can happen at all  I was born A someday man I'm a maybe child I was born A someday man I was always wild  I was born A someday man I'm a maybe child I was born A someday man I was always wild",3
"4883","The Monkees","The Girl I Knew Somewhere","You tell me that youve never been this way before. You tell me things I know that Ive heard somewhere. Youre standing in the places and youre Staring down through faces, that bring to mind traces Of a girl, a girl that I knew somewhere.  I just cant put my finger on what it is That says to me watch out! dont believe her. I cant give any reasons girl, My thoughts are bound down in a whirl. I just cant think who in the world was that girl, I know I met her somewhere.  Someway, somehow this same thing was done. Someone, somewhere did me this same wrong.  Well, goodbye dear, I just cant take this chance again. My fingers are still burning from the last time. And if your love was not a game, I only have myself to blame. Thats as may be, I cant explain.  Just ask the girl that I knew somewhere.",3
"4885","The Monkees","Porpoise Song","My, my, the clock in the sky is pounding away  And there's so much to say,  A face, a voice, an overdub has no choice,  An image cannot rejoice.   Wanting to be,  To hear and to see,  Crying to the sky.  But the porpoise is laughing, goodbye, goodbye,  Goodbye, goodbye, goodbye.   Clicks, clacks, riding the backs of giraffes for laughs  S'alright for a while,  The ego sings of castles and kings and things that go  With a life of style.   Wanting to feel,  To know what is real,  Living is a, is a lie,  The porpoise is waiting, goodbye, goodbye,  Goodbye, goodbye, goodbye,  Goodbye, goodbye, goodbye,  Goodbye, goodbye, goodbye.",3
"4898","The Monkees","I'm A Believer","I thought love was only true in fairy tales Meant for someone else but not for me Love was out to get me That's the way it seemed Disappointment haunted all of my dreams   Then I saw her face, now I'm a believer Not a trace, of doubt in my mind I'm in love, and I'm a believer I couldn't leave her if I tried No not if I tried   I thought love was more or less a giving thing Seems the more I gave the less I got What's the use in tryin' All you get is pain When I needed sunshine I got rain   Then I saw her face, now I'm a believer Not a trace, of doubt in my mind I'm in love and I'm a believer I couldn't leave her if I tried Not if I tried  Love was out to get me That's the way it seemed Disappointment haunted all of my dreams What's the use of trying  All you get is pain  When I wanted sunshine I got rain    Then I saw her face, now I'm a believer Not a trace, of doubt in my mind I'm in love and I'm a believer I couldn't leave her if I tried No not if I tried Not if I tried, no 'Cause I'm a believer Yes I'm a believer",3
"4915","The Monkees","It's Nice To Be With You","Hey! Look what you have done. Showing me the sun, And now it's shining through. It's nice to be with you.  Hey! I like the things you say, And I like the way You do the things you do. It's nice to be with you.  Each time that I give my heart to someone new, They just turn it blue. But this time Is my time, And my time Is all the time I have To be with you. So, please Never go away. Say you're going to stay, And make my dreams come true. It's nice to be with you.  Each time that I give my heart to someone new, They just turn it blue. But this time Is my time, And my time Is all the time I have To be with you. So, please Never go away. Say you're going to stay, And make my dreams come true. It's nice to be with you.",3
"4921","The Monkees","Tear Drop City","About as low as I felt in a long time And I know that I did a wrong at the wrong time It's plain to see, she's down on me And I know she'll feel that way for a long time  I was high on top but I didn't know it Tell me, why did I have to go and blow it? I used my lines too many times And now I've got a badly hurt heart to show it  Took me too long to discover How much I really love her How'd I ever end up in this bind? What a drag  There she goes looking for pretty clover No one knows what it's like until it over Without a doubt, I just found out And I suppose I never did get to know her  Tear drop city, Tear drop city Took me to long to discover How much I really love her How'd I ever end up in this bind What a drag  About as low as I felt in a long time...",3
"4939","The Monkees","Listen To The Band","Hey, hey, mercy woman plays a song and no one listens,  I need help I'm falling again.    Play the drum a little louder,  Tell me I can live without her  If I only listen to the band.    Listen to the band!  Weren't they good, they made me happy.  I think I can make it alone.    Oh, mercy woman plays a song and no one listens,  I need help I'm falling again.    Play the drum a little bit louder,  Tell them they can live without her  If they only listen to the band.    Listen to the band!  Now weren't they good, they made me happy.  I think I can make it alone.    Oh, woman plays a song and no one listens,  I need help I'm falling again.    C'mon, play the drums just a little bit louder,  Tell us we can live without her  Now that we have listened to the band.    Listen to the band!",3
